Client,Module,Date,Environment,Feature,Scenario,RepopStatus,Status,RerunStatus,RerunStatusViaUI,ConsolidatedStatus,Exception,RetryException,ExceptionHelp,FirstRunStartTime,FirstRunEndTime,Duration,DealName,DealID,UniqueTag,RequestID,FeatureFilePath,FilePairPath,GeneratedFile,EpicTicket,ScenarioTicket,FXDRCRRowFailure,BASE_FX,BASE_DR,BASE_CR,BASE_ROWS,GEN_FX,GEN_DR,GEN_CR,GEN_ROWS
SilverGregorianAPI,"Core","04-30-2023","uat","Update User API","Verify User should be able to update scope of access for multiple users with one correct and incorrect data","Fail","Passed","NA","NA","Passed","","","","2023-04-30 19:10:30","2023-04-30 19:14:26","236","--","--","@TC5460_UpdateScopeOfAccessWithIncorrectData","99912","features/API/SilverGregorianAPI/UpdateUserAPIWithScopeOfAccess.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC5460_UpdateScopeOfAccessWithIncorrectData","UpdateUser_Input_5460_906_TC5460_UpdateScopeOfAccessWithIncorrectData.xml","AUTO-3116","AUTO-5130","Y","46520576.000","2630364.023","2630364.023","1082.000","41068032.000","896841.560","896841.560","936.000",
Silver445SOD,"Core","04-30-2023","uat","Functional Ledger Export Report","For deal LA8244-FXRemeasure_HVTC6_TerminationFee_A_M and ASC 842 Ledger- qdo1 ledger repop and validate Functional LE","Pass","Failed","Failed","NA","Failed","Element Schedule number was not visible in time - 35","Element Schedule number was not visible in time - 35","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 23:44:36","2023-04-30 23:46:22","105","LA8244-FXRemeasure_HVTC6_TerminationFee_A_M","72081","@TC6329_LA8244-FXRemeasure_HVTC6_TerminationFee_A_M","137446","features/Core/Silver445SOD/LA8244-FXRemeasure_HVTC6_TerminationFee.feature","--","--","AUTO-3116","AUTO-6476","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg101-to-reg108)","For deal REG104_4 and client Gold445 repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:57:47","2023-04-30 17:01:30","222","REG104_4","50226","@TC652_REG104_4","67541","features/Core/Gold445/REGScenarios/Gold445_REG101,REG104,REG108.feature","--","--","AUTO-73","AUTO-1049 ","N","23468138.000","1674396.932","1674396.932","536.000","23468138.000","1674396.932","1674396.932","536.000",
SilverGregorianAOP,"Core","04-30-2023","uat","SilvergregorianAOP ledger exports v2","For deal AC531_LI-BO_A_FIN_C-1-1_M_9 ledger ALI-ASC 840 client SilvergregorianAOP repop and validate LE V1 vs V2","--","TEST IN QUEUE","NA","NA","null","--","null","NA","2023-04-30 00:00:00","2023-04-30 00:00:00","0","null","--","@TC6574_FT_LA_9165_14_LEV2","--","--","null","null","AUTO-3116","AUTO-7124","null","null","null","null","null","null","null","null","null",
Gold445,"Core","04-30-2023","uat","gold445-accounting-regression-tests-(reg044-to-reg046)","Repop deal, generate LE and compare with basefile for deals REG-045 and REG-045-A001 for client Gold445","Pass","Failed","NA","NA","Failed","Difference in total number of Rows from baseline :  Expected [1121] found [883] on sheet: Ledger Entries","Rerun did not happen due to Base File failure scenario","Mismatch observed in generated file when compared to basefile.Please verify the output by comparing the Generated file to the Basefile.","2023-04-30 16:01:51","2023-04-30 16:03:06","74","REG-045","50179","@TC2838_REG-045_G445","67507","features/Core/Gold445/REGScenarios/Gold445_REG044,REG045,REG046.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/Gold445/@TC2838_REG-045_G445/","TC2838_1_LedgerExport-G445Auto15-67507.xlsx","78122","81651","Y","49075096.000","177933.486","177933.486","1120.000","38437714.000","615486.187","615486.187","882.000",
SilverGregorianAOP,"Core","04-30-2023","uat","verify-if-user-is-able-to-generate-ledger-export-with-terminated-assets","For deal FL_00161194 - Termination-5 and client SilverGregorianAOP repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:19:02","2023-04-30 22:23:09","247","FL_00161194 - Termination-5","46506","@TC885_FL_00161194-Termination-5","79651","features/Core/SilverGregorianAOP/MRLeaseWithTerminatedAsset.feature","--","--","AUTO-1061","AUTO-864","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg604,reg606,reg607)","For deal REG-606_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:08:28","2023-04-30 23:13:42","313","REG-606_GMQ","568156","@TC1155_REG-606_GMQ","100055","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG604,REG606,REG607.feature","--","--","AUTO-992","AUTO-1794","Y","11583734.000","163571.267","163571.267","267.000","11845742.000","163571.300","163571.300","273.000",
SilverGregorianAOP,"Core","04-30-2023","uat","BU Asset Report","Generate and validate BUAssetReport for Include Terminated Assets as Yes and Include Breakout Line Items with No Cost Basis Yes For Ledger IFRS 16 Ledger qdo1,SilverGregorianAOP","--","TEST IN QUEUE","NA","NA","null","--","null","NA","2023-04-30 00:00:00","2023-04-30 00:00:00","0","null","--","@TC6604_BUAssetReportIFRS16Ledgerqdo1","--","--","null","null","AUTO-6903","AUTO-7106","null","null","null","null","null","null","null","null","null",
Silver445,"Core","04-30-2023","uat","Testing of Deal Analysis Reports All Tabs ( Analysis, Overview, Related Exps)","For deal AC-208_T35_B6, client Silver445 and Ledger IAS 17 Ledger-test and Inflection event Remeasurement due to recurring payment adjustment repop and validate Deal Analysis Report","Pass","Failed","Failed","NA","Failed","null","null","Observed Null pointer Exception during Execution.Verify the Automation script.For aasistance, Please Contact Automation Team.","2023-04-30 23:47:35","2023-04-30 23:57:08","572","AC-208_T35_B6","51010","@TC4538_DAR-AC-208_T35_B6-IAS17Test","100127","features/Core/Silver445/DAR/DAR - AC-208_T35_B6-IAS17Test.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/@TC4538_DAR-AC-208_T35_B6-IAS17Test/","--","AUTO-1061","AUTO-3617","NA","NA","NA","NA","NA","NA","NA","NA","NA",
tyson,"Core","04-30-2023","uat","variable-lease-payment-adjustment-regression","Verify the capabilities  in LAS  to support variable lease payments which may be either based on floating rate interest or other contingencies for Capital Leases","NA","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-04-30 23:34:55","2023-04-30 23:37:35","160","--","--","@TC817_TysonVariableLeasePaymentAdjustmentTest_Cap","79942","features/Core/Tyson/VariableLeasePaymentAdjustmentTest.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC817_TysonVariableLeasePaymentAdjustmentTest_Cap","--","EXPTRIAGE-577","AUTO-1148","N","16509368.000","39141.127","39141.127","400.000","16509368.000","39141.129","39141.129","400.000",
SilverGregorianSOD,"Core","04-30-2023","uat","Portfolio Trial Balance Report","User generates Portfolio Trial Balance Report for deal LA8244-FXRemeasure_HVTC1_IDC_A_M and ASC 842 Ledger- qdo1","Pass","Failed","NA","NA","Failed","No WebObject: SetOfBooks FOUND, waited for: 1666sec.","--","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 19:17:12","2023-04-30 19:28:08","656","--","--","@TC5640_PortfolioTrialBalance-LA8244-FXRemeasure_HVTC1_IDC_A_M","99928","features/Core/SilverGregorianSoD/PortfolioTrialBalanceLA8244.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/CIW/@TC4977_ExchangeRateImportWithSplChars","--","AUTO-3116","AUTO-5585","Y","44167850.000","151310.947","151310.947","1010.000","43291746.000","181619.900","181619.900","990.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg560,-reg636,-reg732)","For deal REG-636_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:32:25","2023-04-30 23:35:51","206","REG-636_GMQ","567858","@TC338_REG-636_GMQ","100099","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG633,REG636,REG637.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC221_SGPaymentAdjustmentViaPIWSmokeTest","--","AUTO-992","AUTO-1386","N","88769732.000","2191953.208","2191953.208","2008.000","88769732.000","2191953.208","2191953.208","2008.000",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG978, REG979, REG980)","For deal REG-978_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:58:51","2023-05-01 00:02:03","192","REG-978_GMQ","568132","@TC4095_REG-978_GMQ","100146","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG978,REG979,REG980.feature","--","--","AUTO-992","AUTO-2467","Y","14325650.000","509163.397","509163.397","330.000","46294083.000","1223160.475","1223160.475","1051.000",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg163-to-reg196)","For deal REG181_G and client GoldGregorianMEC repop and Validate LE","Pass","Failed","NA","NA","Failed","Cell S255 differs from baseline:  Expected [2557.987] but found [2557.980] on sheet: Ledger Entries","Rerun did not happen due to Base File failure scenario","Mismatch observed in generated file when compared to basefile.Please verify by comparing the files and locating where we have highlighted the changes.  If parameters are needed please check the parameters tab of the generated file, or you can also check the HTML Report.","2023-04-30 17:41:51","2023-04-30 17:44:10","139","REG181_G","567730","@TC421_REG181_G","99731","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG181,REG182,REG193.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/GoldGregorianMEC/@TC421_REG181_G/","TC421_LedgerExport-GGMAuto7-99731.xlsx","AUTO-73","ACCTREG-100 ","Y","17284456.000","181764.797","181764.797","400.000","17284456.000","181764.857","181764.857","400.000",
SilverGregorianAPI,"API","04-30-2023","uat","federate-user-api-positive-scenario00","Create New SSO User through API request for positive case consisting FedUserWithGraveAccentInFNAndEmail data for client SilverGregorianAPI","Fail","Passed","NA","NA","Passed","","","","2023-04-30 17:03:15","2023-04-30 17:10:42","447","--","--","@TC3800_FederateUser_PositiveCase_FedUserWithGraveAccentInFNAndEmail","67541","features/API/SilverGregorianAPI/FederateUserPositiveTest00API.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/APITestData/@TC3800_FederateUser_PositiveCase_FedUserWithGraveAccentInFNAndEmail","FederateUser_036_TC3800_FederateUser_PositiveCase_FedUserWithGraveAccentInFNAndEmail.xml","AUTO-35","AUTO-1065","N","23468138.000","1674396.932","1674396.932","536.000","23468138.000","1674396.932","1674396.932","536.000",
Silver445,"Core","04-30-2023","uat","verify-if-user-is-able-to-generate-le-for-445-straddle-issues","For deal AC-208_T27_B5 and client Silver445 repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Waiting in queue -Modal Dialog  was Displayed. Unable to Perform Next Action ","Waiting in queue takes longer than an established automation scenario.Please rerun the test separately for confirming the results. With repeated results, If the issue still persist - contact Developing Team as this might be an issue related to application performance or stuck Bookings/Sweeps.","2023-04-30 22:19:01","2023-04-30 22:30:46","704","AC-208_T27_B5","51020","@TC1190_AC-208_T27_B5","--","features/Core/Silver445/AC-208_T27_B5.feature","--","--","AUTO-1061","AUTO-1770","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg660,-reg661,-reg662)","For deal REG-661_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:15:21","2023-04-30 23:18:42","201","REG-661_GMQ","567914","@TC951_REG-661_GMQ","100065","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG660,REG661,REG662.feature","--","--","AUTO-992","AUTO-1451","Y","5970396.000","10608.871","10608.871","148.000","29207520.000","125414.976","125414.976","728.000",
Silver445,"Core","04-30-2023","uat","Impairment Loss Reversal E2E Scenarios","User performs Partial Impairment, Full Impairment and Full Reversal using Silver445 and 840 Ledger","Fail","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-05-01 00:41:10","2023-05-01 00:41:52","42","--","--","@TC5271_ILRE2E_Silver445_Scenario_2_840_Ledger","39448","features/Core/Silver445/Silver445_ILR_E2E_Scenario_2.feature","--","--","AUTO-3116","AUTO-4948","N","18648184.000","1030773.674","1030773.674","424.000","18648184.000","1030773.674","1030773.674","424.000",
GoldGregorian,"Core","04-30-2023","uat","GoldGregorian Accounting Regression Tests V2","For deal REG034_G and client GoldGregorian repop and validate LE V2","Fail","Failed","Failed","NA","Failed","No WebObject: designStudioTab FOUND, waited for: 1666sec.","No WebObject: designStudioTab FOUND, waited for: 1666sec.","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 23:51:53","2023-05-01 00:03:16","682","REG034_G","567203","@TC5797_REG034_G_LEV2","79938","features/Core/GoldGregorian/REGScenarios/DisclosureDealsLEV2.feature","--","--","AUTO-1062","AUTO-5881","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorian,"Core","04-30-2023","uat","verify-if-user-is-able-to-generate-quantitative-analysis-report-using-transactional-currency","For deal QAR - Basic Capop Advance payment and client SilverGregorian repop and validate Quantitative analysis report of Transactional currency","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:39:19","2023-04-30 22:42:56","216","QAR - Basic Capop Advance payment","38842","@TC298_QARTransactionalCurrency_Basic_Capop_Adv_Payment_Deal","100005","features/Core/SilverGregorian/ManualScenariosQARRelated/QARTransactionalCurrency.feature","--","--","82952","82212","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Schedule Trial Balance Single Month Report","Validate Schedule Trial Balance report for ACCTREG-ASC842-TR, Reporting currency values","Pass","Failed","Failed","NA","Failed","Element ddnasAtDateField was not visible in time - 30","Element ddnasAtDateField was not visible in time - 30","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-05-01 00:12:10","2023-05-01 00:13:21","71","--","--","@TC6156_STBReport_ReportingWithASC842Ledger","137492","features/Core/SilverGregorianAOP/ScheduleTrialBalanceReportForSingleMonth.feature","--","--","AUTO-3116","AUTO-6499","NA","NA","NA","NA","NA","NA","NA","NA","NA",
SilverGregorianAOP,"Core","04-30-2023","uat","Verify if user is able to generate LE of Finance lease under US GAAP","For deal CaseAC-571-HVTC3-SA-NoSPmt-RCHP-JC3-Arr* and client SilverGregorianAOP and ledger ASC 842 Ledger- qdo1 repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:44:11","2023-04-30 16:48:20","248","--","--","@TC4182_CaseAC-571-HVTC3-SA-NoSPmt-RCHP-JC3-ArrASC842QDo","79199","features/Core/SilverGregorianAOP/CaseAC-571-HVTC3-SA-NoSPmt-RCHP-JC3-ArrCap.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC837_SGRollbackDealSmokeTest","--","AUTO-1061","AUTO-3038","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445MEC,"Core","04-30-2023","uat","Gold445MEC Accounting Regression Tests (REG797, REG801, REG826)","For deal REG-801_4MQ and client Gold445MEC repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:40:18","2023-04-30 17:44:29","250","REG-801_4MQ","50539","@TC3949_REG-801_4MQ","42676","features/Core/Gold445MEC/REGScenarios/Gold445MEC_REG797,REG801,REG826.feature","--","--","AUTO-992","AUTO-2226","Y","44167850.000","151310.947","151310.947","1010.000","43291746.000","181619.900","181619.900","990.000",
AcctGregorianMEC,"Core","04-30-2023","uat","Portfolio Trial Balance","Generate Portfolio Trial Balance Report Combined Sum for CapOp deal with Single split Allocation having Early AFUD  & No RCHP","Pass","Failed","Failed","NA","Failed","No WebObject: SetOfBooks FOUND, waited for: 1666sec.","No WebObject: SetOfBooks FOUND, waited for: 1666sec.","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 23:43:19","2023-04-30 23:54:15","655","--","--","@TC5546_PQA136_PTB_Early_AvailableForUseDate_CapOpDeal","43042","features/Core/AcctGregorianMEC/PQA136_PTB_CapOpDeal_EarlyAFUD.feature","--","--","AUTO-3116","AUTO-5181","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg310-to-reg317)","For deal REG314_G and client GoldGregorianMEC repop and Validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:56:16","2023-04-30 22:59:33","197","REG314_G","567704","@TC558_REG314_G","100032","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG310,REG314,REG317.feature","--","--","AUTO-73","ACCTREG-93 ","Y","72683788.000","1769197.787","1769197.787","1656.000","49032626.000","1183485.515","1183485.515","1114.000",
AcctGregorianMEC,"Core","04-30-2023","uat","Portfolio Trial Balance V2","User generates PTBR V2 for deal PQA 41_FeatureFile_PortfolioTrialBalance_ Early_AvailableForUseDate with Functional currency","Fail","Failed","NA","NA","Failed","Element tableHeader was not visible in time - 80","--","The Scenario is failing to select an object within the application.Please verify that there has not been a UI change to this object, and that we are not seeing issues with application performance. Please rerun the test.  With repeated results if the issue still persists - contact the Automation team as a locator for a WebElement might be changed requiring maintenance.","2023-04-30 17:30:57","2023-04-30 17:33:54","177","--","--","@TC5978_PTBSingleSplitEarlyAFUDFunctionalV2","42721","features/Core/AcctGregorianMEC/ PQA_41_FeatureFile_PTBV2_ Early_AFUD.feature","--","--","AUTO-3116","AUTO-6207","Y","62647894.000","1576794.259","1576794.259","1420.000","11664746.000","190941.372","190941.372","269.000",
SilverGregorianAOP,"Core","04-30-2023","uat","Repop and run Ledger export","For deal Case-LA-8270 AC 3 and client SilverGregorianAOP repop and validate LE for Ledger 17 TR","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:56:11","2023-04-30 18:00:13","242","Case-LA-8270 AC 3","64636","@TC5751_Case-LA-8270_AC_3_17_TR","79391","features/Core/SilverGregorianAOP/Case-LA-8270_AC_3.feature","--","--","AUTO-1061","AUTO-5552","Y","17284456.000","181764.797","181764.797","400.000","17284456.000","181764.857","181764.857","400.000",
SilverGregorian,"Core","04-30-2023","uat","rollback-deal","Ledger should be not visible after rollback deal","NA","Failed","Failed","NA","Failed","Timed out after 5 seconds. Unable to locate the element","Timed out after 5 seconds. Unable to locate the element","timed out after 5 seconds. unable to locate the element","2023-05-01 00:17:36","2023-05-01 00:19:48","132","--","--","@TC837_SGRollbackDealSmokeTest","137516","features/Core/SilverGregorian/RollbackDeal.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/PIW/@TC837_SGRollbackDealSmokeTest","--","","","Y","5970396.000","10608.871","10608.871","148.000","29207520.000","125414.976","125414.976","728.000",
Gold,"Core","04-30-2023","uat","generating-report-le-with-a-specific-deal","Re-Pop FinAcctg-Valid-Full Deal","Pass","Passed","NA","NA","Passed","","","","2023-04-30 17:54:48","2023-04-30 17:56:38","109","FinAcctg-Valid-Full","2316","@TC708_GoldRepopFinDeals_Full","99750","features/Core/Gold/LedgerExportReportFinDeals.feature","--","--","","","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","GoldGregorianMEC Accounting Regression Tests (REG833, REG838, REG840)","For deal REG-840_GMQ and client GoldGregorianMEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 23:39:30","2023-04-30 23:42:57","206","REG-840_GMQ","568600","@TC3896_REG-840_GMQ","100115","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG833,REG838,REG840.feature","--","--","AUTO-992","AUTO-2255","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Silver445,"Core","04-30-2023","uat","Impairment Loss Reversal E2E Scenarios","User performs Partial Impairment, Partial Impairment and Partial Reversal using Silver445 and 842 Ledger","Fail","Failed","NA","NA","Failed","Timed out after 5 seconds. Unable to locate the element","--","timed out after 5 seconds. unable to locate the element","2023-04-30 16:55:15","2023-04-30 16:56:41","85","--","--","@TC5277_ILRE2E_Silver445_Scenario_3_842_Ledger","79215","features/Core/Silver445/Silver445_ILR_E2E_Scenario_3.feature","--","--","AUTO-3116","AUTO-4948","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg219-to-reg223)","For deal REG219_G and client Goldgregorian repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Difference in total number of Rows from baseline :  Expected [737] found [1621] on sheet: Ledger Entries","Please verify if the deal has generated extra rows of evergreen entries,If so please notify the Automation team for the correct no. of months to transfer in parameters.If not please compare the basefile to the generated file.","2023-04-30 23:11:47","2023-04-30 23:13:08","81","REG219_G","567460","@TC548_REG219_G","137414","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG219,REG222,REG223.feature","uat/Autobots_UAT_AutomatedTests/builds/294/htmlreports/LiveDashboard/TestData/GoldGregorian/@TC548_REG219_G/","TC548_rerun_LedgerExport-GGAuto52-137414.xlsx","78122","89187","Y","32167332.000","635218.990","635218.990","736.000","71494532.000","1642919.342","1642919.342","1620.000",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg385-to-reg387)","For deal REG387_G and client Goldgregorian repop and validate LE","Pass","Failed","Rerun Started","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 17:13:50","2023-04-30 17:18:31","--","REG387_G","567188","@TC614_REG387_G","137086","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG385,REG386,REG387.feature","--","--","78122","91265","NA","NA","NA","NA","NA","NA","NA","NA","NA",
Gold445MEC,"Core","04-30-2023","uat","Gold445MEC Accounting Regression Tests (REG685)","For deal REG-685_4MQ and client Gold445MEC repop and validate LE","Pass","Failed","Failed","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","Invalid file LeaseAccRouter generated instead of required report","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 22:19:05","2023-04-30 22:23:44","278","REG-685_4MQ","50650","@TC4055_REG-685_4MQ","42751","features/Core/Gold445MEC/REGScenarios/Gold445MEC_REG685.feature","--","--","AUTO-992","AUTO-2475","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorianMEC,"Core","04-30-2023","uat","goldgregorianmec-accounting-regression-tests-(reg778,-reg780,-reg781)","For deal REG-778_GMQ and client GoldGregorianMEC repop and Validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 18:25:13","2023-04-30 18:29:48","274","REG-778_GMQ","567992","@TC983_REG-778_GMQ","99823","features/Core/GoldGregorianMEC/REGScenarios/GoldGregorianMEC_REG778,REG780,REG781.feature","--","--","AUTO-992","AUTO-1455","NA","NA","NA","NA","NA","NA","NA","NA","NA",
GoldGregorian,"Core","04-30-2023","uat","goldgregorian-accounting-regression-tests-(reg230-to-reg232)","For deal REG232_G and client Goldgregorian repop and validate LE","Pass","Failed","NA","NA","Failed","Invalid file LeaseAccRouter generated instead of required report","--","The application is generating LeaseAccRouter file instead of required files(xlsx, xls, csv).Please verify if reporting engine is up and running If reporting engine up and running, please rerun the tests using Unique tag.","2023-04-30 16:27:58","2023-04-30 16:32:36","278","REG232_G","567463","@TC578_REG232_G","136999","features/Core/GoldGregorian/REGScenarios/GoldGregorian_REG230,REG231,REG232.feature","--","--","78122","89189","NA","NA","NA","NA","NA","NA","NA","NA","NA",
